,goal_number,match_api_id,comment,elapsed,event_incident_typefk,goal_type,goal_id,n,player1,player2,sortorder,stats,subtype,team,type,elapsed_plus,del,coordinates
37674,3,1778185,n,73,393,n,4027934,247,294003,359197,2,,shot,10205,goal,,,
37675,1,1778186,n,17,406,n,4031487,44,43375,96619,2,,header,8315,goal,,,
37676,2,1778186,n,46,406,n,4031647,124,184138,38424,4,,header,9906,goal,,,
37677,3,1778186,p,53,20,p,4031667,140,33871,,0,,,9906,goal,,,
37678,4,1778186,n,73,393,n,4031810,204,184138,33635,0,,shot,9906,goal,,,
37679,5,1778186,n,81,721,n,4031868,244,184138,33871,4,,tap_in,9906,goal,,,
37680,1,1778187,n,48,80,n,4025365,154,150649,,2,,shot,8560,goal,,,
37681,2,1778187,p,90,20,p,4025751,279,42873,,6,,,8581,goal,3,,
37682,1,1778188,n,2,393,n,4022500,13,150250,25773,3,,shot,8634,goal,,,
37683,2,1778188,n,53,393,n,4023953,176,40636,150250,2,,shot,8634,goal,,,
37684,3,1778188,n,80,406,n,4024573,264,37482,39854,1,,header,8634,goal,,,
37685,4,1778188,n,82,6,n,4024612,276,30981,,3,,volley,8634,goal,,,
37686,5,1778188,n,90,80,n,4024771,305,30981,,8,,shot,8634,goal,2,,
37687,1,1778189,n,40,721,n,4030317,170,291425,161291,5,,tap_in,7878,goal,,,
37688,2,1778189,n,78,393,n,4030738,404,394825,75192,2,,shot,8305,goal,,,
37689,1,1778190,n,9,39,n,4027383,64,38578,,2,,distance,8558,goal,,,
37690,2,1778190,n,45,80,n,4027524,120,358127,,2,,shot,8370,goal,,,
37691,3,1778190,n,76,406,n,4027599,284,359193,38578,3,,header,8558,goal,,,
37692,4,1778190,n,90,80,n,4027649,318,38578,,15,,shot,8558,goal,5,,
37693,1,1778191,n,31,721,n,4026291,398,241825,46384,5,,tap_in,10267,goal,,,
37694,1,1778192,n,12,406,n,4127759,67,164684,28467,1,,header,8633,goal,,,
37695,2,1778192,n,36,393,n,4128026,205,281085,191315,4,,shot,8633,goal,,,
37696,3,1778192,n,80,393,n,4128574,528,174472,213805,9,,shot,8302,goal,,,
37697,1,1778193,n,17,649,n,4021340,67,45204,,3,,tap_in,9865,goal,,,
37698,2,1778193,npm,73,159,npm,4021768,263,213486,,0,,saved,9910,goal,,,
37699,1,1778194,n,12,393,n,4045205,219,294003,262592,2,,shot,10205,goal,,,
37700,2,1778194,n,17,80,n,4045220,221,38044,,5,,shot,10205,goal,,,
37701,3,1778194,n,26,393,n,4045242,117,128732,302912,7,,shot,10268,goal,,,
37702,4,1778194,n,35,393,n,4045271,170,369800,128732,2,,shot,10268,goal,,,
37703,1,1778195,n,24,393,n,4045613,93,361792,151079,1,,shot,9783,goal,,,
37704,1,1778196,n,18,406,n,4044495,83,184138,40139,1,,header,9906,goal,,,
37705,2,1778196,n,47,131,n,4044573,184,184138,,2,,loose_ball,9906,goal,,,
37706,3,1778196,n,62,71,n,4044609,235,46621,,2,,,8581,goal,,,
37707,4,1778196,n,82,406,n,4044655,309,56678,30871,5,,header,9906,goal,,,
37708,1,1778197,o,2,115,o,4048919,141,150739,,5,,,8634,goal,,,
37709,1,1778198,n,16,393,n,4051501,64,301809,179404,2,,shot,7869,goal,,,
37710,2,1778198,n,44,393,n,4051628,139,599425,474680,1,,shot,7869,goal,,,
37711,1,1778199,n,3,130,n,4047729,310,213489,,0,,direct_freekick,8305,goal,,,
37712,2,1778199,n,39,39,n,4047829,398,427893,,5,,distance,8370,goal,,,
37713,3,1778199,n,64,393,n,4047910,448,186121,163205,5,,shot,8370,goal,,,
37714,1,1778200,n,34,393,n,4048736,88,37474,213712,3,,shot,8372,goal,,,
37715,2,1778200,n,37,390,n,4048752,315,42524,170341,2,,bicycle_kick,8372,goal,,,
37716,3,1778200,n,80,406,n,4048877,257,41622,213814,2,,header,8558,goal,,,
37717,1,1778201,p,14,20,p,4048260,52,30893,,0,,,8633,goal,,,
37718,2,1778201,n,52,414,n,4048405,220,35324,391058,1,,deflected,10267,goal,,,
37719,3,1778201,n,65,406,n,4048465,269,174321,75307,1,,header,10267,goal,,,
37720,1,1778202,n,32,130,n,4044821,120,38385,,0,,direct_freekick,8302,goal,,,
37721,1,1778203,n,40,393,n,4045689,207,45204,199839,0,,shot,9865,goal,,,
37722,2,1778203,n,73,80,n,4045918,430,474672,,3,,shot,9864,goal,,,
37723,3,1778203,p,76,20,p,4045932,337,45204,,2,,,9865,goal,,,
37724,1,1778204,n,45,6,n,4064208,292,189101,,5,,volley,10205,goal,1,,
37725,2,1778204,dg,57,298,dg,4064336,386,282472,,5,,shot,9864,goal,,,
37726,3,1778204,n,60,882,n,4064351,414,46120,45244,2,,lob,9864,goal,,,
37727,1,1778205,n,17,393,n,4069458,99,369800,128732,2,,shot,10268,goal,,,
37728,2,1778205,n,53,393,n,4069767,330,279173,128732,5,,shot,10268,goal,,,
37729,3,1778205,n,73,39,n,4069948,453,182224,,5,,distance,8315,goal,,,
37730,1,1778206,dg,40,299,dg,4060157,317,37451,,3,,header,9783,goal,,,
37731,1,1778207,n,12,393,n,4070473,84,19533,40636,3,,shot,8634,goal,,,
37732,2,1778207,n,35,393,n,4070625,237,40636,30981,1,,shot,8634,goal,,,
37733,3,1778207,p,57,20,p,4070776,360,75447,,0,,,9906,goal,,,
37734,4,1778207,n,87,80,n,4070996,582,30981,,4,,shot,8634,goal,,,
37735,1,1778208,p,36,20,p,4070255,203,75342,,0,,,8560,goal,,,
37736,2,1778208,p,79,20,p,4070335,406,282713,,0,,,7878,goal,,,
37737,1,1778209,o,39,115,o,4072259,247,191784,,3,,,8370,goal,,,
37738,1,1778210,n,33,411,n,4066199,228,37474,433311,1,,volley,8372,goal,,,
37739,2,1778210,n,51,71,n,4066294,379,449492,,4,,,8372,goal,,,
37740,3,1778210,n,80,393,n,4066374,544,24383,77773,1,,shot,8305,goal,,,
37741,1,1778211,n,12,393,n,4062400,131,164684,30893,3,,shot,8633,goal,,,
37742,2,1778211,n,28,130,n,4062661,211,31921,,0,,direct_freekick,8633,goal,,,
37743,3,1778211,n,76,393,n,4063535,572,213499,37442,4,,shot,8633,goal,,,
37744,1,1778212,npm,28,348,npm,4065010,137,49836,,1,,saved_back_into_play,9910,goal,,,
37745,2,1778212,n,43,39,n,4065185,536,193869,,1,,distance,10267,goal,,,
37746,3,1778212,n,61,393,n,4065527,342,49836,213653,4,,shot,9910,goal,,,
37747,1,1778213,n,58,393,n,4067435,302,111237,166648,2,,shot,8302,goal,,,
37748,2,1778213,n,63,131,n,4067468,336,151063,,3,,loose_ball,8302,goal,,,
37749,1,1778214,n,42,393,n,4078407,290,359197,182921,1,,shot,10205,goal,,,
37750,2,1778214,p,83,20,p,4079076,580,42479,,0,,,10205,goal,,,
37751,1,1778215,n,13,406,n,4082932,49,128732,40719,0,,header,10268,goal,,,
37752,2,1778215,npm,21,159,npm,4083012,100,279173,,2,,saved,10268,goal,,,
37753,3,1778215,npm,72,159,npm,4083426,344,384413,,0,,saved,8581,goal,,,
37754,1,1778216,n,11,406,n,4082636,56,30981,25773,1,,header,8634,goal,,,
37755,2,1778216,n,33,882,n,4082681,186,30981,40636,3,,lob,8634,goal,,,
37756,3,1778216,n,62,393,n,4082741,333,30981,25773,3,,shot,8634,goal,,,
37757,4,1778216,o,83,115,o,4082792,475,121872,,2,,,9783,goal,,,
37758,1,1778217,p,34,20,p,4082132,209,75447,,1,,,9906,goal,,,
37759,2,1778217,n,88,406,n,4082555,515,33871,39792,3,,header,9906,goal,,,
37760,1,1778218,n,81,406,n,4076866,557,111975,75004,3,,header,8370,goal,,,
37761,1,1778219,n,1,393,n,4075090,36,599425,474680,3,,shot,7869,goal,,,
37762,2,1778219,n,73,406,n,4075433,414,75616,213712,3,,header,8372,goal,,,
37763,1,1778220,n,63,393,n,4079872,391,30893,26166,5,,shot,8633,goal,,,
37764,2,1778220,n,67,393,n,4079885,439,31921,164684,6,,shot,8633,goal,,,
37765,3,1778220,n,79,406,n,4079905,481,30893,164684,2,,header,8633,goal,,,
37766,1,1778221,n,90,80,n,4079592,509,41622,,1,,shot,8558,goal,,,
37767,1,1778222,n,11,393,n,4077138,65,75307,35324,2,,shot,10267,goal,,,
37768,2,1778222,n,13,393,n,4077145,79,45204,202220,1,,shot,9865,goal,,,
37769,3,1778222,n,28,721,n,4077243,284,193869,241825,3,,tap_in,10267,goal,,,
37770,4,1778222,n,33,414,n,4077273,197,45204,38469,1,,deflected,9865,goal,,,
37771,5,1778222,n,83,406,n,4077677,603,75310,391058,4,,header,10267,goal,,,
37772,1,1778223,n,36,393,n,4083125,205,166648,251925,4,,shot,8302,goal,,,
37773,2,1778223,n,68,393,n,4083380,367,282281,166648,4,,shot,8302,goal,,,
37774,1,1778044,n,31,411,n,3674840,285,241825,391058,1,,volley,10267,goal,,,
37775,2,1778044,npm,45,348,npm,3674899,113,75307,,5,,saved_back_into_play,10267,goal,,,
37776,3,1778044,n,45,80,n,3674902,300,75307,,6,,shot,10267,goal,,,
37777,4,1778044,dg,52,298,dg,3674959,136,191873,,1,,shot,9864,goal,,,
37778,5,1778044,n,56,411,n,3674985,319,46384,241825,3,,volley,10267,goal,,,
37779,1,1778045,n,34,393,n,3681445,230,166648,151063,1,,shot,8302,goal,,,
37780,2,1778045,n,57,406,n,3681680,249,111237,282281,2,,header,8302,goal,,,
37781,3,1778045,n,62,406,n,3681689,256,58294,107930,1,,header,8558,goal,,,
37782,1,1778046,n,29,393,n,3673935,260,213489,323438,1,,shot,8305,goal,,,
37783,1,1778047,n,52,393,n,3679478,268,49836,213486,1,,shot,9910,goal,,,
37784,2,1778047,n,60,80,n,3679642,224,474680,,2,,shot,7869,goal,,,
37785,1,1778048,n,5,406,n,3688674,243,30962,95078,3,,header,8633,goal,,,
37786,2,1778048,n,11,393,n,3688783,248,31921,31097,2,,shot,8633,goal,,,
37787,3,1778048,n,35,721,n,3689285,287,282676,33973,5,,tap_in,8560,goal,,,
37788,4,1778048,n,41,406,n,3689342,292,99047,47565,1,,header,8560,goal,,,
37789,5,1778048,n,65,393,n,3689985,322,99047,33973,2,,shot,8560,goal,,,
37790,6,1778048,n,75,393,n,3690185,332,75342,102622,4,,shot,8560,goal,,,
37791,1,1778049,n,11,406,n,3680329,247,19327,184533,4,,header,9906,goal,,,
37792,2,1778049,n,25,406,n,3680554,258,75447,33635,1,,header,9906,goal,,,
37793,3,1778049,n,33,393,n,3680683,267,213695,75616,6,,shot,8372,goal,,,
37794,1,1778050,n,7,131,n,3688724,211,359190,,10,,loose_ball,9783,goal,,,
37795,2,1778050,n,40,406,n,3689343,257,41168,172324,10,,header,8370,goal,,,
37796,3,1778050,n,73,393,n,3690160,285,41168,172324,10,,shot,8370,goal,,,
37797,4,1778050,p,90,20,p,3690387,319,213702,,19,,,9783,goal,5,,
37798,1,1778051,n,81,393,n,3690647,240,282713,534484,1,,shot,7878,goal,,,
37799,2,1778051,n,90,411,n,3690661,249,108572,74757,2,,volley,10268,goal,1,,
37800,1,1778052,n,82,80,n,3688247,351,477615,,6,,shot,8634,goal,,,
37801,1,1778053,n,32,406,n,3679082,214,33028,213470,1,,header,8315,goal,,,
37802,2,1778053,n,51,406,n,3679458,236,150323,213470,2,,header,8315,goal,,,
37803,3,1778053,n,76,131,n,3679903,267,179772,,4,,loose_ball,8315,goal,,,
37804,1,1778224,p,18,20,p,4099849,155,75307,,3,,,10267,goal,,,
37805,2,1778224,n,32,393,n,4099951,660,75307,40148,8,,shot,10267,goal,,,
37806,3,1778224,p,36,20,p,4099976,662,166648,,1,,,8302,goal,,,
37807,4,1778224,npm,41,159,npm,4099998,294,166648,,2,,saved,8302,goal,,,
37808,5,1778224,n,56,393,n,4100115,391,74747,193869,5,,shot,10267,goal,,,
37809,1,1778225,n,37,406,n,4099414,240,58294,38578,3,,header,8558,goal,,,
37810,2,1778225,n,40,393,n,4099431,264,58294,38578,3,,shot,8558,goal,,,
37811,3,1778225,n,74,393,n,4099607,495,41622,107930,4,,shot,8558,goal,,,
37812,1,1778226,n,15,393,n,4101707,91,213653,213486,2,,shot,9910,goal,,,
37813,2,1778226,n,19,393,n,4101719,111,213489,240054,3,,shot,8305,goal,,,
37814,3,1778226,npm,78,24,npm,4102046,476,24383,,0,,crossbar,8305,goal,,,
37815,4,1778226,n,85,393,n,4102097,527,240054,77773,4,,shot,8305,goal,,,
37816,1,1778227,p,3,20,p,4092969,25,301809,,0,,,7869,goal,,,
37817,2,1778227,n,27,393,n,4093032,514,26166,31921,5,,shot,8633,goal,,,
37818,3,1778227,p,89,20,p,4093273,490,31921,,0,,,8633,goal,,,
37819,1,1778228,n,55,406,n,4095369,309,33973,282678,1,,header,8560,goal,,,
37820,1,1778229,n,12,80,n,4094237,73,184138,,1,,shot,9906,goal,,,
37821,2,1778229,n,22,393,n,4094305,151,184138,75447,2,,shot,9906,goal,,,
37822,3,1778229,n,35,407,n,4094396,173,75004,163205,1,,distance,8370,goal,,,
37823,4,1778229,o,56,115,o,4094634,310,111975,,2,,,8370,goal,,,
37824,1,1778230,n,7,393,n,4096206,56,43372,49866,2,,shot,7878,goal,,,
37825,2,1778230,n,34,80,n,4096266,184,359190,,2,,shot,9783,goal,,,
37826,3,1778230,n,38,393,n,4096274,241,194660,121872,2,,shot,9783,goal,,,
37827,4,1778230,n,83,411,n,4096385,460,489245,215927,2,,volley,7878,goal,,,
37828,1,1778231,n,35,411,n,4093596,190,37482,39854,4,,volley,8634,goal,,,
37829,2,1778231,p,55,20,p,4093766,291,30981,,0,,,8634,goal,,,
37830,3,1778231,n,69,393,n,4093889,404,19533,30981,2,,shot,8634,goal,,,
37831,4,1778231,n,72,411,n,4093911,426,19533,30981,1,,volley,8634,goal,,,
37832,5,1778231,n,88,393,n,4094044,505,30981,195305,2,,shot,8634,goal,,,
37833,6,1778231,n,90,721,n,4094092,548,150250,19533,15,,tap_in,8634,goal,3,,
37834,1,1778232,n,56,649,n,4095363,254,294003,,1,,tap_in,10205,goal,,,
37835,1,1778233,n,70,406,n,4098888,414,182224,96619,3,,header,8315,goal,,,
37836,2,1778233,n,78,721,n,4098978,451,46808,41470,3,,tap_in,9864,goal,,,
37837,1,1778234,n,25,406,n,4122715,137,562062,474672,3,,header,9864,goal,,,
37838,1,1778235,p,16,20,p,4120372,115,58294,,0,,,8558,goal,,,
37839,2,1778235,n,27,39,n,4120494,211,242783,,0,,distance,8302,goal,,,
37840,3,1778235,n,36,393,n,4120563,262,213805,189192,1,,shot,8302,goal,,,
37841,4,1778235,n,78,39,n,4120905,560,107930,,1,,distance,8558,goal,,,
37842,5,1778235,n,89,393,n,4120981,631,174472,166648,1,,shot,8302,goal,,,
37843,1,1778236,n,44,393,n,4119472,258,477493,45204,5,,shot,9865,goal,,,
37844,1,1778237,n,56,393,n,4114734,331,213486,428947,4,,shot,9910,goal,,,
37845,1,1778238,n,1,406,n,4108371,20,607148,282678,4,,header,8560,goal,,,
37846,2,1778238,n,3,406,n,4108422,35,164684,28467,1,,header,8633,goal,,,
37847,3,1778238,n,37,6,n,4109240,248,30962,,7,,volley,8633,goal,,,
37848,4,1778238,n,52,393,n,4110004,369,26166,31921,2,,shot,8633,goal,,,
37849,5,1778238,n,76,393,n,4110673,506,26166,191315,6,,shot,8633,goal,,,
37850,1,1778239,n,7,393,n,4111195,42,184138,33871,1,,shot,9906,goal,,,
37851,2,1778239,n,23,411,n,4111381,126,75447,184138,2,,volley,9906,goal,,,
37852,3,1778239,n,25,80,n,4111401,149,75447,,3,,shot,9906,goal,,,
37853,4,1778239,n,89,406,n,4112317,466,42524,213712,1,,header,8372,goal,,,
37854,1,1778240,n,10,80,n,4106030,73,51953,,1,,shot,9783,goal,,,
37855,2,1778240,n,22,80,n,4106136,208,41168,,3,,shot,8370,goal,,,
37856,3,1778240,dg,56,289,dg,4106410,415,,,1,,,8370,goal,,,
37857,4,1778240,p,72,20,p,4106520,507,51953,,1,,,9783,goal,,,
37858,1,1778241,n,56,80,n,4113573,269,291425,,3,,shot,7878,goal,,,
37859,1,1778242,n,30,393,n,4121312,240,359197,183185,7,,shot,10205,goal,,,
37860,2,1778242,n,45,80,n,4121397,364,19533,,4,,shot,8634,goal,1,,
37861,3,1778242,n,52,393,n,4121499,422,294003,41157,2,,shot,10205,goal,,,
37862,4,1778242,n,54,80,n,4121514,438,242469,,1,,shot,8634,goal,,,
37863,5,1778242,n,56,407,n,4121524,486,30981,40636,0,,distance,8634,goal,,,
37864,6,1778242,dg,64,298,dg,4121583,518,182921,,2,,shot,10205,goal,,,
37865,1,1778243,n,49,393,n,4115863,299,33028,181297,1,,shot,8315,goal,,,
37866,2,1778243,n,90,393,n,4116120,531,33028,96619,4,,shot,8315,goal,,,
37867,1,1778244,n,62,393,n,4144744,345,46384,391058,2,,shot,10267,goal,,,
37868,2,1778244,n,85,130,n,4144846,539,75307,,1,,direct_freekick,10267,goal,,,
37869,3,1778244,n,89,80,n,4144858,492,38578,,1,,shot,8558,goal,,,
37870,1,1778245,p,29,20,p,4143393,183,213489,,1,,,8305,goal,,,
37871,2,1778245,n,67,39,n,4143920,441,154232,,2,,distance,8302,goal,,,
37872,3,1778245,n,85,649,n,4144134,551,75192,,3,,tap_in,8305,goal,,,
37873,1,1778246,n,10,130,n,4140225,73,474680,,1,,direct_freekick,7869,goal,,,
37874,2,1778246,dg,49,289,dg,4140510,323,,,0,,,9865,goal,,,
37875,3,1778246,n,61,393,n,4140631,409,150316,202220,4,,shot,9865,goal,,,
37876,4,1778246,n,66,406,n,4140673,437,150316,202220,3,,header,9865,goal,,,
37877,1,1778247,n,8,406,n,4138919,551,46289,33973,2,,header,8560,goal,,,
37878,2,1778247,n,85,393,n,4139293,482,213486,466132,1,,shot,9910,goal,,,
37879,1,1778248,n,14,407,n,4133202,70,30871,75447,2,,distance,9906,goal,,,
37880,2,1778248,n,18,390,n,4133328,114,309334,40139,3,,bicycle_kick,9906,goal,,,
37881,3,1778248,n,67,393,n,4134938,395,184138,309334,2,,shot,9906,goal,,,
37882,4,1778248,n,89,406,n,4135361,498,75447,30853,1,,header,9906,goal,,,
37883,1,1778249,n,52,80,n,4130752,268,194660,,2,,shot,9783,goal,,,
37884,2,1778249,n,79,131,n,4130947,415,361792,,4,,loose_ball,9783,goal,,,
37885,1,1778250,n,21,39,n,4147077,165,195335,,3,,distance,10268,goal,,,
37886,2,1778250,dg,45,289,dg,4147260,334,,,5,,,10268,goal,1,,
37887,3,1778250,n,82,393,n,4147530,610,302912,279173,2,,shot,10268,goal,,,
37888,1,1778251,n,30,393,n,4135850,249,113672,246438,1,,shot,10205,goal,,,
37889,2,1778251,n,90,393,n,4136794,516,246438,359197,8,,shot,10205,goal,3,,
37890,1,1778252,n,15,130,n,4145037,68,30981,,0,,direct_freekick,8634,goal,,,
37891,2,1778252,n,26,407,n,4145120,146,40636,30981,1,,distance,8634,goal,,,
37892,3,1778252,n,60,649,n,4145386,374,43375,,1,,tap_in,8315,goal,,,
37893,4,1778252,o,62,115,o,4145404,408,181297,,3,,,8315,goal,,,
37894,5,1778252,n,64,393,n,4145420,423,19533,30981,2,,shot,8634,goal,,,
37895,6,1778252,n,67,393,n,4145439,451,33028,179772,0,,shot,8315,goal,,,
37896,7,1778252,n,86,721,n,4145548,534,150250,154257,2,,tap_in,8634,goal,,,
37897,1,1778253,n,24,80,n,4137460,126,191873,,3,,shot,9864,goal,,,
37898,2,1778253,n,26,894,n,4137508,346,41294,477472,1,,indirect freekick,8581,goal,,,
37899,3,1778253,p,37,20,p,4137666,208,41294,,1,,,8581,goal,,,
37900,4,1778253,p,62,20,p,4138273,344,41294,,2,,,8581,goal,,,
37901,5,1778253,n,75,721,n,4138509,409,43329,184091,2,,tap_in,8581,goal,,,
37902,1,1778254,n,42,406,n,4164380,211,257855,102879,0,,header,8558,goal,,,
37903,2,1778254,npm,84,348,npm,4164532,432,46120,,0,,saved_back_into_play,9864,goal,,,
37904,3,1778254,n,90,393,n,4164581,534,38578,359193,18,,shot,8558,goal,3,,
37905,1,1778255,p,72,20,p,4165734,324,75310,,0,,,10267,goal,,,
37906,1,1778256,n,38,406,n,4160042,280,154232,38821,2,,header,8302,goal,,,
37907,2,1778256,n,44,393,n,4160141,267,166648,213805,2,,shot,8302,goal,,,
37908,3,1778256,n,76,406,n,4160988,474,111237,108568,5,,header,8302,goal,,,
37909,1,1778257,p,5,20,p,4156541,29,38469,,0,,,9865,goal,,,
37910,2,1778257,n,27,406,n,4156747,165,46289,41156,1,,header,8560,goal,,,
37911,3,1778257,n,40,393,n,4156834,241,45204,254702,2,,shot,9865,goal,,,
37912,4,1778257,n,48,393,n,4156990,337,150649,56686,4,,shot,8560,goal,,,
37913,1,1778258,p,59,20,p,4170302,251,213486,,0,,,9910,goal,,,
37914,2,1778258,n,71,393,n,4170396,312,49836,39215,1,,shot,9910,goal,,,
37915,1,1778259,n,23,393,n,4161438,132,191315,37442,1,,shot,8633,goal,,,
37916,2,1778259,n,73,882,n,4162131,458,26166,30893,1,,lob,8633,goal,,,
37917,1,1778260,n,50,406,n,4172603,245,128732,74757,1,,header,10268,goal,,,
37918,1,1778261,n,51,414,n,4169614,269,41168,427893,2,,deflected,8370,goal,,,
37919,2,1778261,n,69,393,n,4169683,362,163205,96838,1,,shot,8370,goal,,,
37920,1,1778263,n,17,882,n,4168202,71,19533,30981,1,,lob,8634,goal,,,
37921,2,1778263,n,38,393,n,4168387,191,30981,195305,1,,shot,8634,goal,,,
37922,3,1778263,n,59,721,n,4168695,325,30981,150250,6,,tap_in,8634,goal,,,
37923,4,1778263,p,66,20,p,4168764,354,30981,,0,,,8634,goal,,,
37924,5,1778263,n,73,390,n,4168842,399,40636,33992,1,,bicycle_kick,8634,goal,,,
37925,1,1778264,n,33,393,n,4180546,172,240054,37479,2,,shot,8305,goal,,,
37926,2,1778264,n,57,393,n,4180825,314,213489,240054,1,,shot,8305,goal,,,
37927,3,1778264,n,89,393,n,4181116,509,213814,41622,1,,shot,8558,goal,,,
37928,1,1778265,n,38,411,n,4187109,198,361770,324578,2,,volley,10267,goal,,,
37929,2,1778265,p,74,20,p,4187616,406,301809,,0,,,7869,goal,,,
37930,3,1778265,n,81,411,n,4187695,478,46384,75310,5,,volley,10267,goal,,,
37931,1,1778266,n,16,393,n,4190305,93,46289,485141,1,,shot,8560,goal,,,
37932,2,1778266,n,43,406,n,4190415,262,150869,251925,3,,header,8302,goal,,,
37933,3,1778266,p,48,20,p,4190466,632,33973,,4,,,8560,goal,,,
37934,4,1778266,n,68,406,n,4190584,405,166648,108568,0,,header,8302,goal,,,
37935,5,1778266,p,78,20,p,4190650,492,26392,,0,,,8302,goal,,,
37936,6,1778266,o,83,115,o,4190683,524,191906,,1,,,8302,goal,,,
37937,7,1778266,n,90,406,n,4190737,607,33973,282678,2,,header,8560,goal,,,
37938,1,1778267,p,13,20,p,4188130,67,75447,,0,,,9906,goal,,,
37939,2,1778267,n,20,393,n,4188245,118,184138,75447,2,,shot,9906,goal,,,
37940,3,1778267,n,29,393,n,4188356,150,184138,75447,3,,shot,9906,goal,,,
37941,1,1778268,n,46,406,n,4189426,262,213653,49836,3,,header,9910,goal,,,
37942,2,1778268,n,82,649,n,4189540,436,96509,,1,,tap_in,9910,goal,,,
37943,1,1778269,dg,40,303,dg,4196306,242,26166,,0,,bicycle_kick,8633,goal,,,
37944,2,1778269,n,56,80,n,4196459,345,26166,,3,,shot,8633,goal,,,
37945,3,1778269,n,69,406,n,4196556,414,30893,191315,1,,header,8633,goal,,,
37946,1,1778270,n,72,393,n,4195776,306,294003,41157,1,,shot,10205,goal,,,
37947,1,1778271,n,86,80,n,4194874,495,33028,,3,,shot,8315,goal,,,
37948,1,1778272,p,13,20,p,4199244,59,161291,,0,,,7878,goal,,,
37949,2,1778272,n,88,80,n,4199668,578,513086,,1,,shot,8581,goal,,,
37950,3,1778272,n,90,393,n,4199701,571,41294,43329,12,,shot,8581,goal,4,,
37951,1,1778273,n,7,80,n,4183774,97,191873,,6,,shot,9864,goal,,,
37952,1,1778274,n,10,406,n,4215290,64,191873,104382,2,,header,9864,goal,,,
37953,2,1778274,n,55,393,n,4215558,356,213489,75192,1,,shot,8305,goal,,,
37954,3,1778274,n,57,407,n,4215565,396,282472,432591,0,,distance,9864,goal,,,
37955,4,1778274,n,68,390,n,4215597,453,432591,562062,2,,bicycle_kick,9864,goal,,,
37956,5,1778274,n,76,411,n,4215623,506,213489,394825,4,,volley,8305,goal,,,
37957,1,1778275,n,43,407,n,4208412,247,165706,41622,3,,distance,8558,goal,,,
37958,1,1778276,n,53,414,n,4216432,344,46384,75307,3,,deflected,10267,goal,,,
37959,2,1778276,n,56,393,n,4216450,360,46384,93480,1,,shot,10267,goal,,,
37960,1,1778279,n,61,393,n,4223954,268,39215,360918,2,,shot,9910,goal,,,
37961,2,1778279,p,88,20,p,4224066,440,108572,,0,,,10268,goal,,,
37962,1,1778280,p,52,20,p,4222212,375,30893,,0,,,8633,goal,,,
37963,2,1778280,n,64,80,n,4222321,455,246438,,3,,shot,10205,goal,,,
37964,1,1778281,n,36,406,n,4219650,230,33024,181297,4,,header,8315,goal,,,
37965,1,1778282,n,13,393,n,4212817,96,25462,150632,4,,shot,8581,goal,,,
37966,2,1778282,n,23,406,n,4212908,154,41168,406257,1,,header,8370,goal,,,
37967,3,1778282,n,32,80,n,4213000,194,41168,,2,,shot,8370,goal,,,
37968,4,1778282,n,33,393,n,4213014,217,41168,96838,1,,shot,8370,goal,,,
37969,5,1778282,n,38,80,n,4213066,246,41168,,3,,shot,8370,goal,,,
37970,6,1778282,n,85,393,n,4213452,511,43329,513086,1,,shot,8581,goal,,,
37971,1,1778283,n,25,80,n,4210745,249,25773,,6,,shot,8634,goal,,,
37972,2,1778283,n,49,393,n,4211552,270,40636,25773,1,,shot,8634,goal,,,
37973,3,1778283,p,53,20,p,4211670,291,282713,,0,,,7878,goal,,,
37974,4,1778283,n,70,721,n,4212176,374,30981,40636,2,,tap_in,8634,goal,,,
37975,1,1778284,n,77,80,n,4244470,624,599425,,3,,shot,7869,goal,,,
37976,2,1778284,o,87,115,o,4244529,552,244136,,4,,,7869,goal,,,
37977,3,1778284,n,90,406,n,4244553,588,37449,240054,7,,header,8305,goal,2,,
37978,1,1778285,n,38,80,n,4240110,181,150649,,2,,shot,8560,goal,,,
37979,1,1778286,n,33,393,n,4242057,227,184533,30871,4,,shot,9906,goal,,,
37980,2,1778286,n,78,44,n,4242348,383,184999,,2,,header,10267,goal,,,
37981,1,1778287,n,28,393,n,4231818,149,37653,361792,2,,shot,9783,goal,,,
37982,2,1778287,n,33,393,n,4231849,181,213805,166648,2,,shot,8302,goal,,,
37983,3,1778287,n,52,393,n,4232456,317,213805,189192,3,,shot,8302,goal,,,
37984,4,1778287,p,65,20,p,4232822,395,26392,,0,,,8302,goal,,,
37985,5,1778287,n,72,721,n,4232910,448,37653,115519,3,,tap_in,9783,goal,,,
37986,6,1778287,o,83,115,o,4233043,542,121872,,2,,,9783,goal,,,
37987,7,1778287,p,90,20,p,4233171,599,194660,,13,,,9783,goal,3,,
37988,1,1778288,n,6,406,n,4234344,34,369800,128732,2,,header,10268,goal,,,
